date,open,close,high,low,volume,middle_band,std,upper_band,lower_band,signal,position,prev_close,limit_up,limit_down,portfolio,cash,trade_executed,returns,max_drawdown
2024-05-31,1535.36,1533.46,1547.46,1533.46,2185665.0,1586.2305000000001,34.27720916524595,1654.784918330492,1517.6760816695082,0,0.0,1533.97,1687.3670000000002,1380.573,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-03,1534.9,1525.03,1535.75,1521.05,3026105.0,1580.6115,34.654923744497864,1649.9213474889957,1511.3016525110042,0,0.0,1533.46,1686.8060000000003,1380.114,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-04,1526.06,1537.87,1540.48,1522.39,2084108.0,1575.1785,32.20783531264452,1639.594170625289,1510.762829374711,0,0.0,1525.03,1677.5330000000001,1372.527,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-05,1536.76,1529.32,1542.97,1528.41,1905557.0,1569.5985,29.7956881859405,1629.1898763718812,1510.007123628119,0,0.0,1537.87,1691.657,1384.0829999999999,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-06,1529.0,1525.42,1536.75,1521.79,2561005.0,1564.1945,27.29194164372178,1618.7783832874436,1509.6106167125565,0,0.0,1529.32,1682.252,1376.388,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-07,1531.3,1506.23,1531.34,1506.07,3352455.0,1558.6225,27.175319661124703,1612.9731393222494,1504.2718606777505,0,0.0,1525.42,1677.9620000000002,1372.8780000000002,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-11,1491.17,1459.55,1493.04,1457.69,7024676.0,1552.2504999999999,34.20530852537202,1620.661117050744,1483.8398829492558,0,0.0,1506.23,1656.853,1355.607,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-12,1460.48,1462.04,1479.08,1460.48,3317050.0,1546.19,38.8468190122244,1623.8836380244488,1468.4963619755513,0,0.0,1459.55,1605.505,1313.595,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-13,1466.78,1446.53,1466.89,1444.8,3618597.0,1539.446,43.80246813521973,1627.0509362704395,1451.8410637295603,0,0.0,1462.04,1608.2440000000001,1315.836,74325.49397785272,74325.49397785272,0,0.0,0.2767570402986983
2024-06-14,1446.52,1446.52,1454.86,1414.39,5951416.0,1532.492,47.01195565743825,1626.5159113148766,1438.4680886851233,1,51.0,1446.53,1591.183,1301.877,74295.98275667713,523.4627566771233,1,-0.00039705381822807695,0.27704420667735424
